uniqueId,date,name,school,type,rating,tuition_fee,acceptance_rate
140525123507344,2024-07-10,CS501,Caltech,Stem,3,21772,62.41
140525123502416,2024-09-06,CS501,Caltech,Stem,,22847,77.72
140525123505744,,CS501,Caltech,Stem,4,,
140525123513744,2024-10-17,CS401,Caltech,Stem,4,18575,95.32
140525123514320,2024-10-22,CS401,Caltech,Stem,3,16527,70.24
140525123511952,,CS401,Caltech,Stem,2,15224,66.89
140525123514192,2024-09-08,CS501,Caltech,Stem,5,20835,91.98
140525123514640,2024-11-27,CS401,Caltech,Stem,5,15655,87.5
140525123506192,2024-10-27,CS501,Caltech,Stem,4,21872,85.43
140525123505168,2024-06-28,CS401,Caltech,Stem,3,16109,78.95
140525123512016,2024-10-08,CS501,Caltech,Stem,4,22044,84.17
140525123510544,2024-12-29,CS501,Caltech,Stem,4,22716,85.36
140525123506448,2024-12-08,CS401,Caltech,Stem,5,16613,93.86
140525123512144,2024-02-28,CS401,Caltech,Stem,4,15353,81.4
140525123503504,2024-12-24,CS501,Caltech,Stem,4,22031,53.36
140525123513040,2024-07-07,CS501,Caltech,Stem,3,20270,82.5
140525123505424,2024-11-28,CS501,Caltech,Stem,,21747,81.86
140525123508624,2024-09-12,CS401,Caltech,Stem,4,17550,98.08
140525123505104,2024-09-12,CS401,Caltech,Stem,4,,
140525123503184,2024-11-25,CS601,Caltech,Stem,5,25134,86.98
140525123504656,2024-07-30,CS401,Caltech,Stem,4,16426,71.36
140525123515664,2024-06-22,CS401,Caltech,Stem,3,17497,84.23
140525123517584,2024-12-04,CS601,Caltech,Stem,4,26861,86.18
140525123512592,2024-07-28,CS401,Caltech,Stem,4,15707,91.27
140525123514896,2024-09-03,CS401,Caltech,Stem,4,,
140525123504208,2024-12-16,CS401,Caltech,Stem,5,,
140525123513360,2024-11-25,CS401,Caltech,Stem,3,16313,73.17
140525123511120,2024-11-06,CS401,Caltech,Stem,5,16467,85.09
140525123510480,2024-09-15,CS401,Caltech,Stem,4,15621,94.32
140525123515280,2024-05-15,CS401,Caltech,Stem,5,15986,86.6
140525123515088,2024-08-03,CS501,Caltech,Stem,5,20848,55.52
140525123515472,2024-12-24,CS401,Caltech,Stem,2,15529,98.33
140525123514448,2024-11-17,CS401,Caltech,Stem,2,15314,86.64
140525123506768,,CS401,Caltech,Stem,4,16785,79.44
140525123513808,2024-06-12,CS401,Caltech,Stem,4,15073,73.56
140525123515216,2024-05-06,CS401,Caltech,Stem,4,15002,84.85
140525123503696,2024-05-24,CS501,Caltech,Stem,3,20642,93.5
140525123507472,2024-10-12,CS401,Caltech,Stem,,15671,73.12
140525123511632,2024-11-09,CS501,Caltech,Stem,4,21233,87.18
140525123509264,2024-10-20,CS401,Caltech,Stem,2,17391,94.72
140525123504080,2024-11-19,CS401,Caltech,Stem,3,15639,89.56
140525123518160,2024-12-21,CS401,Caltech,Stem,5,15746,82.29
140525123507408,2024-05-12,CS401,Caltech,Stem,4,15491,95.11
140525123517968,2024-08-11,CS401,Caltech,Stem,4,15560,78.1
140525123515344,2024-06-25,CS401,Caltech,Stem,,16634,68.86
140525123504464,2024-11-15,CS401,Caltech,Stem,5,,
140525123517008,2024-12-25,CS501,Caltech,Stem,3,,
140525123503952,2024-11-09,CS501,Caltech,Stem,5,20943,92.38
140525123506704,2024-10-19,CS501,Caltech,Stem,4,20604,87.42
140525123506960,2024-12-24,CS401,Caltech,Stem,5,,
140525123511888,2024-12-05,CS401,Caltech,Stem,5,15341,84.34
140525123514768,2024-12-19,CS401,Caltech,Stem,3,15294,92.51
140525123507600,2024-11-26,CS501,Caltech,Stem,5,20597,84.47
140525123504912,2024-12-02,CS401,Caltech,Stem,5,,
140525123514832,2024-12-13,CS501,Caltech,Stem,5,21126,87.62
140525123504272,2024-11-01,CS501,Caltech,Stem,4,23152,86.52
140525123502992,,CS501,Caltech,Stem,5,21223,85.9
140525185477648,2024-12-29,CS501,Caltech,Stem,5,23274,89.04
140525185479760,2024-11-20,CS501,Caltech,Stem,3,21334,71.69
140525185478864,2024-05-15,CS501,Caltech,Stem,4,21862,82.14
140525185481936,2024-10-23,CS501,Caltech,Stem,4,20094,69.76
140525185481744,2024-12-07,CS601,Caltech,Stem,4,27257,86.37
140525185473808,2024-09-11,CS401,Caltech,Stem,5,15753,75.83
140525185480976,2024-10-08,CS601,Caltech,Stem,4,25887,97.5
140525185479376,2024-02-20,CS501,Caltech,Stem,4,24509,86.9
140525185467984,2024-09-04,CS501,Caltech,Stem,3,20497,96.79
140525185475280,2024-11-04,CS401,Caltech,Stem,5,15253,82.01
140525185477328,2024-12-05,CS501,Caltech,Stem,4,21207,93.69
140525185482128,2024-09-18,CS401,Caltech,Stem,4,16881,87.73
140525185475984,2024-12-02,CS401,Caltech,Stem,,16726,53.4
140525185478608,2024-09-06,CS501,Caltech,Stem,4,21805,86.28
140525185473168,2024-12-11,CS401,Caltech,Stem,4,15594,76.79
140525185476624,,CS401,Caltech,Stem,5,,
140525185471632,2024-12-24,CS401,Caltech,Stem,3,17326,83.77
140525185478800,2024-10-29,CS501,Caltech,Stem,2,20421,57.78
140525185467728,2024-08-21,CS401,Caltech,Stem,,15132,62.78
140525185471952,2024-12-20,CS501,Caltech,Stem,4,20495,56.33
140525185480336,,CS401,Caltech,Stem,4,15089,86.08
140525185477072,2024-09-20,CS601,Caltech,Stem,3,,
140525185479696,2024-09-15,CS401,Caltech,Stem,4,15122,74.53
140525185482448,2024-12-05,CS501,Caltech,Stem,4,21586,94.61
140525185480720,2024-04-25,CS401,Caltech,Stem,5,16336,52.88
140525185467088,2024-08-30,CS501,Caltech,Stem,4,22207,86.55
140525185472656,2024-09-16,CS401,Caltech,Stem,3,17581,96.89
140525185468944,2024-06-30,CS501,Caltech,Stem,4,22508,80.23
140525185478928,2024-10-31,CS501,Caltech,Stem,5,20128,85.4
140525185477520,2024-11-05,CS601,Caltech,Stem,3,27143,93.73
140525185472848,2024-07-11,CS501,Caltech,Stem,4,20140,55.21
140525185477776,2024-12-18,CS501,Caltech,Stem,4,20223,88.43
140525185469776,2024-09-26,CS401,Caltech,Stem,4,16470,86.01
140525185481232,2024-09-07,CS501,Caltech,Stem,5,20570,74.6
140525185480592,,CS501,Caltech,Stem,5,,
140525185480464,2024-08-21,CS401,Caltech,Stem,5,16562,81.52
140525185471312,2024-10-01,CS501,Caltech,Stem,3,20003,97.92
140525185479312,2024-11-13,CS401,Caltech,Stem,4,18720,98.77
140525185473872,2024-07-14,CS501,Caltech,Stem,5,21519,70.14
140525185473680,2024-12-11,CS401,Caltech,Stem,5,16435,97.58
140525185479440,2024-11-24,CS401,Caltech,Stem,4,16595,76.93
140525185471696,,CS401,Caltech,Stem,5,16700,95.8
140525185479952,2024-12-02,CS401,Caltech,Stem,4,16906,95.75
140525185471760,2024-11-30,CS401,Caltech,Stem,5,17467,77.62
140525185474384,2024-11-06,CS401,Caltech,Stem,4,15176,96.99
140525185477904,2024-12-08,CS401,Caltech,Stem,4,15463,87.22
140525185467024,2024-09-19,CS501,Caltech,Stem,5,20218,54.71
140525185467920,2024-12-31,CS501,Caltech,Stem,3,20556,68.8
140525185477136,,CS401,Caltech,Stem,4,15392,80.82
140525185468112,2024-11-20,CS401,Caltech,Stem,5,17702,96.84
140525185475600,2024-08-05,CS401,Caltech,Stem,4,15421,98.91
140525185468560,2024-10-10,CS401,Caltech,Stem,4,16034,97.11
140525185482000,2024-12-24,CS501,Caltech,Stem,4,22283,87.06
140525185472464,2024-03-24,CS401,Caltech,Stem,5,15052,93.66
140525185475472,2024-05-01,CS401,Caltech,Stem,4,16172,90.99
140525185471056,2024-10-09,CS401,Caltech,Stem,5,15427,85.53
140525185468176,2024-09-02,CS501,Caltech,Stem,5,,
140525185466896,2024-12-13,CS501,Caltech,Stem,4,20241,81.17
140525185476560,2024-10-29,CS401,Caltech,Stem,3,15413,88.75
140525185481296,2024-12-07,CS401,Caltech,Stem,4,16413,84.87
140525185482704,2024-12-29,CS501,Caltech,Stem,5,21915,84.95
140525185473936,2024-12-15,CS501,Caltech,Stem,3,20278,96.87
140525185474448,2024-06-07,CS501,Caltech,Stem,3,20912,82.04
140525185480912,2024-09-09,CS501,Caltech,Stem,3,20250,83.36
140525185468432,2024-11-14,CS401,Caltech,Stem,4,15571,88.79
140525185481168,2024-07-03,CS401,Caltech,Stem,4,18115,84.78
140525185480848,2024-12-29,CS401,Caltech,Stem,5,15009,80.78
140525185466448,2024-05-01,CS401,Caltech,Stem,5,15037,86.88
140525185468880,2024-10-31,CS501,Caltech,Stem,5,20298,72.31
140525185470416,2024-12-29,CS401,Caltech,Stem,5,15548,85.68
140525185474512,2024-09-18,CS501,Caltech,Stem,3,21829,83.67
140525185469968,2024-09-18,CS501,Caltech,Stem,4,21925,97.0
140525185471248,2024-10-16,CS501,Caltech,Stem,5,21797,94.38
140525185475088,2024-09-09,CS501,Caltech,Stem,3,20378,98.72
140525185473296,2024-10-10,CS501,Caltech,Stem,4,20350,86.52
140525185474064,2024-08-29,CS401,Caltech,Stem,4,17735,95.7
140525185473232,2024-11-12,CS501,Caltech,Stem,5,20632,90.42
140525185473360,2024-09-25,CS401,Caltech,Stem,5,15137,80.04
140525185468688,2024-09-29,CS401,Caltech,Stem,4,15850,89.92
140525185476496,2024-12-19,CS501,Caltech,Stem,5,20818,96.93
140525185472784,2024-07-03,CS501,Caltech,Stem,4,20162,87.86
140525185470928,2024-12-23,CS401,Caltech,Stem,,19072,81.0
140525185472144,2024-11-28,CS601,Caltech,Stem,4,27532,62.64
140525142113552,2024-11-17,CS601,Caltech,Stem,3,25703,81.68
140525142114064,,CS401,Caltech,Stem,3,15143,98.18
140525142112016,2024-10-13,CS401,Caltech,Stem,4,15970,89.73
140525142109200,2024-09-02,CS401,Caltech,Stem,3,17035,63.74
140525142101328,2024-10-22,CS501,Caltech,Stem,5,20703,61.42
140525142107152,2024-09-28,CS401,Caltech,Stem,5,17797,98.79
140525142113808,2024-10-07,CS401,Caltech,Stem,5,16246,95.66
140525142104592,2024-12-05,CS501,Caltech,Stem,4,22140,93.27
140525142106640,2024-04-27,CS401,Caltech,Stem,,,
140525142112272,2024-10-30,CS401,Caltech,Stem,4,16153,92.06
140525142112528,,CS401,Caltech,Stem,4,16924,98.5
140525142108688,2024-11-19,CS501,Caltech,Stem,5,21144,84.17
140525142102864,2024-12-15,CS401,Caltech,Stem,2,15624,94.31
140525142105104,2024-08-27,CS401,Caltech,Stem,4,16716,79.01
140525142101072,2024-09-23,CS501,Caltech,Stem,3,20739,89.95
140525142103888,2024-11-27,CS501,Caltech,Stem,3,20272,94.78
140525142103120,2024-12-05,CS401,Caltech,Stem,4,15406,85.41
140525142104400,2024-11-07,CS501,Caltech,Stem,4,,
140525142113040,2024-12-23,CS401,Caltech,Stem,3,16344,87.29
140525142106384,2024-10-22,CS401,Caltech,Stem,4,15779,75.76
140525142102096,2024-10-20,CS401,Caltech,Stem,3,,
140525142099536,2024-05-14,CS401,Caltech,Stem,4,15434,55.36
140525142110992,2024-11-04,CS401,Caltech,Stem,5,16150,83.73
140525142100816,2024-12-09,CS401,Caltech,Stem,3,15924,54.25
140525142111504,2024-12-26,CS501,Caltech,Stem,4,21079,80.89
140525142109456,2024-07-09,CS501,Caltech,Stem,4,21684,87.34
140525142099280,2024-09-12,CS401,Caltech,Stem,4,15096,89.5
140525142109712,2024-12-13,CS501,Caltech,Stem,4,20395,68.11
140525142113296,2024-10-12,CS501,Caltech,Stem,3,20651,95.98
140525142101584,2024-12-16,CS401,Caltech,Stem,5,15327,86.78
140525142111760,2024-12-18,CS501,Caltech,Stem,3,21704,87.46
140525142109968,2024-09-25,CS501,Caltech,Stem,4,20262,60.4
140525142098768,2024-06-27,CS501,Caltech,Stem,3,20295,62.9
140525138457232,2024-08-01,CS401,Caltech,Stem,4,15426,98.45
140525138459216,2024-09-06,CS601,Caltech,Stem,5,25736,78.31
140525138451920,2024-08-30,CS501,Caltech,Stem,5,20150,84.19
140525138445264,2024-05-12,CS401,Caltech,Stem,5,16140,91.19
140525138453200,2024-10-09,CS501,Caltech,Stem,5,20780,64.31
140525138449360,2024-12-19,CS401,Caltech,Stem,4,16517,94.71
140525138448336,2024-12-22,CS601,Caltech,Stem,,26091,96.91
140525138458512,2024-07-26,CS401,Caltech,Stem,4,18478,68.81
140525138456720,2024-12-24,CS401,Caltech,Stem,4,16191,96.6
140525138446544,2024-11-21,CS401,Caltech,Stem,4,15830,90.56
140525138445520,2024-07-01,CS401,Caltech,Stem,5,,
140525138450384,2024-11-05,CS401,Caltech,Stem,5,16479,77.69
140525138458256,2024-11-25,CS501,Caltech,Stem,4,20296,89.52
140525138451664,2024-12-05,CS401,Caltech,Stem,5,15687,98.16
140525138447312,2024-09-29,CS501,Caltech,Stem,5,20385,89.46
140525138450640,2024-09-03,CS501,Caltech,Stem,4,,
140525138458960,2024-10-18,CS401,Caltech,Stem,4,15631,96.12
140525138453456,2024-11-24,CS401,Caltech,Stem,3,15424,67.05
140525138453968,,CS601,Caltech,Stem,5,27482,70.9
140525138455952,2024-10-08,CS501,Caltech,Stem,4,21289,61.56
140525138448080,2024-11-13,CS401,Caltech,Stem,3,15464,54.3
140525138459984,2024-06-21,CS401,Caltech,Stem,5,15630,71.44
140525138452944,,CS501,Caltech,Stem,4,,
140525138449616,2024-11-11,CS501,Caltech,Stem,4,20939,84.58
140525138453712,2024-09-27,CS501,Caltech,Stem,2,20643,74.84
140525138455440,2024-11-21,CS401,Caltech,Stem,4,,
140525138447568,2024-07-14,CS401,Caltech,Stem,4,15188,80.77
140525138449872,2024-08-23,CS501,Caltech,Stem,5,21083,49.92
140525138451408,2024-10-01,CS401,Caltech,Stem,4,15016,97.94
140525138448592,2024-07-24,CS401,Caltech,Stem,5,15079,89.65
140525138448848,2024-08-22,CS501,Caltech,Stem,5,20531,80.89
140525138450128,2024-11-06,CS501,Caltech,Stem,5,,
140525138460496,2024-09-25,CS501,Caltech,Stem,5,20888,97.02
140525138454736,2024-08-05,CS401,Caltech,Stem,4,17767,84.73
140525138452176,2024-11-17,CS501,Caltech,Stem,4,20921,97.25
140525181031760,2024-11-15,CS501,Caltech,Stem,3,20623,76.61
140525181042640,2024-12-07,CS501,Caltech,Stem,4,21318,87.11
140525181031120,2024-11-22,CS501,Caltech,Stem,3,20345,96.9
140525181029136,2024-11-12,CS401,Caltech,Stem,5,15363,98.75
140525181027728,2024-10-22,CS501,Caltech,Stem,5,20524,95.0
140525181036304,2024-10-17,CS601,Caltech,Stem,3,26438,74.47
140525181027984,2024-11-27,CS401,Caltech,Stem,5,15624,87.77
140525181032912,2024-11-18,CS401,Caltech,Stem,4,16146,92.49
140525181038480,2024-12-18,CS401,Caltech,Stem,4,15150,97.11
140525181038032,2024-09-08,CS401,Caltech,Stem,3,16600,81.84
140525181035536,2024-12-07,CS401,Caltech,Stem,,,
140525181041936,2024-11-07,CS501,Caltech,Stem,3,22410,98.96
140525181027408,2024-12-18,CS501,Caltech,Stem,4,20051,79.29
140525181035472,2024-11-17,CS401,Caltech,Stem,4,,
140525181030224,2024-12-09,CS401,Caltech,Stem,3,,
140525181040016,,CS401,Caltech,Stem,3,15320,66.54
140525181034192,2024-09-09,CS401,Caltech,Stem,4,15000,40
140525181034064,2024-12-15,CS401,Caltech,Stem,3,18266,78.73
140525181037712,2024-06-08,CS401,Caltech,Stem,5,15927,94.97
140525181036240,2024-12-30,CS501,Caltech,Stem,3,20499,89.77
140525181037328,2024-06-20,CS401,Caltech,Stem,3,15691,91.47
140525181038800,2024-11-02,CS501,Caltech,Stem,3,21361,74.33
140525181027920,2024-11-02,CS401,Caltech,Stem,3,16701,75.2
140525181032208,2024-11-25,CS501,Caltech,Stem,5,21635,98.23
140525181026896,2024-08-29,CS501,Caltech,Stem,5,20929,84.05
140525181026640,2024-12-08,CS501,Caltech,Stem,4,21931,97.78
140525181037200,2024-12-26,CS401,Caltech,Stem,,15068,84.18
140525181034384,,CS401,Caltech,Stem,3,16647,88.17
140525181029904,,CS401,Caltech,Stem,4,18140,97.32
140525181040912,2024-12-09,CS501,Caltech,Stem,3,21793,62.2
140525181027536,2024-06-10,CS401,Caltech,Stem,4,,
140525181033104,2024-06-21,CS501,Caltech,Stem,4,20281,94.64
140525181039824,2024-11-06,CS401,Caltech,Stem,4,17799,72.89
