uniqueId,date,name,school,type,rating,tuition_fee,acceptance_rate
140525123516752,2024-11-08,CS501,Caltech,Stem,5.0,23299.0,95.16
140525123509520,2024-11-23,CS601,Caltech,Stem,3.5576437831723657,25294.0,63.27
140525123517712,2024-11-12,CS501,Caltech,Stem,3.5576437831723657,20966.0,90.66
140525123509392,2024-12-16,CS401,Caltech,Stem,3.0,16086.0,68.04
140525123507856,2024-12-13,CS401,Caltech,Stem,5.0,15067.0,95.0
140525123516944,2024-11-28,CS501,Caltech,Stem,3.0,20748.0,71.73
140525123510352,2024-05-12,CS401,Caltech,Stem,5.0,15885.0,72.82
140525123512528,2024-10-17,CS401,Caltech,Stem,3.0,18459.0,95.68
140525123515600,2024-09-21,CS501,Caltech,Stem,5.0,21909.0,61.93
140525123510032,2024-11-22,CS401,Caltech,Stem,5.0,15445.0,82.79
140525123507984,2024-11-19,CS501,Caltech,Stem,3.5576437831723657,22390.0,68.48
140525123518288,2024-06-25,CS401,Caltech,Stem,5.0,15524.0,85.71
140525123509456,2024-10-14,CS401,Caltech,Stem,4.0,16186.0,91.55
140525123502928,2024-08-25,CS401,Caltech,Stem,2.0,19109.874457308248,69.93520170043416
140525123503056,2024-11-07,CS401,Caltech,Stem,5.0,16431.0,89.81
140525123511440,2024-08-11,CS501,Caltech,Stem,4.0,20542.0,81.38
140525123507280,2024-09-07,CS401,Caltech,Stem,4.0,16722.0,98.69
140525123508432,2024-06-11,CS401,Caltech,Stem,5.0,15225.0,94.62
140525123513104,2024-11-29,CS401,Caltech,Stem,5.0,15187.0,62.72
140525123506384,2024-10-27,CS401,Caltech,Stem,3.5576437831723657,15432.0,67.88
140525123518416,2024-11-14,CS401,Caltech,Stem,4.0,19109.874457308248,69.93520170043416
140525123516112,2024-12-22,CS501,Caltech,Stem,5.0,20834.0,69.06
140525123513296,2024-11-15,CS401,Caltech,Stem,4.0,15862.0,67.24
140525123513168,2024-11-08,CS401,Caltech,Stem,4.0,15999.0,94.15
140525123511568,2024-12-30,CS501,Caltech,Stem,4.0,21339.0,97.66
140525123511248,2024-09-23,CS401,Caltech,Stem,3.0,15057.0,76.2
140525123513616,2024-11-13,CS401,Caltech,Stem,3.0,16702.0,78.31
140525123509200,2024-04-23,CS501,Caltech,Stem,3.0,20837.0,51.79
140525123517200,2024-11-02,CS501,Caltech,Stem,3.0,23067.0,72.46
140525123507344,2024-07-10,CS501,Caltech,Stem,3.0,21772.0,62.41
140525123502416,2024-09-06,CS501,Caltech,Stem,3.5576437831723657,22847.0,77.72
140525123505744,2024-12-28,CS501,Caltech,Stem,4.0,19109.874457308248,69.93520170043416
140525123513744,2024-10-17,CS401,Caltech,Stem,4.0,18575.0,95.32
140525123514320,2024-10-22,CS401,Caltech,Stem,3.0,16527.0,70.24
140525123511952,2024-12-28,CS401,Caltech,Stem,2.0,15224.0,66.89
140525123514192,2024-09-08,CS501,Caltech,Stem,5.0,20835.0,91.98
140525123514640,2024-11-27,CS401,Caltech,Stem,5.0,15655.0,87.5
140525123506192,2024-10-27,CS501,Caltech,Stem,4.0,21872.0,85.43
140525123505168,2024-06-28,CS401,Caltech,Stem,3.0,16109.0,78.95
140525123512016,2024-10-08,CS501,Caltech,Stem,4.0,22044.0,84.17
140525123510544,2024-12-29,CS501,Caltech,Stem,4.0,22716.0,85.36
140525123506448,2024-12-08,CS401,Caltech,Stem,5.0,16613.0,93.86
140525123512144,2024-02-28,CS401,Caltech,Stem,4.0,15353.0,81.4
140525123503504,2024-12-24,CS501,Caltech,Stem,4.0,22031.0,53.36
140525123513040,2024-07-07,CS501,Caltech,Stem,3.0,20270.0,82.5
140525123505424,2024-11-28,CS501,Caltech,Stem,3.5576437831723657,21747.0,81.86
140525123508624,2024-09-12,CS401,Caltech,Stem,4.0,17550.0,98.08
140525123505104,2024-09-12,CS401,Caltech,Stem,4.0,19109.874457308248,69.93520170043416
140525123503184,2024-11-25,CS601,Caltech,Stem,5.0,25134.0,86.98
140525123504656,2024-07-30,CS401,Caltech,Stem,4.0,16426.0,71.36
140525123515664,2024-06-22,CS401,Caltech,Stem,3.0,17497.0,84.23
140525123517584,2024-12-04,CS601,Caltech,Stem,4.0,26861.0,86.18
140525123512592,2024-07-28,CS401,Caltech,Stem,4.0,15707.0,91.27
140525123514896,2024-09-03,CS401,Caltech,Stem,4.0,19109.874457308248,69.93520170043416
140525123504208,2024-12-16,CS401,Caltech,Stem,5.0,19109.874457308248,69.93520170043416
140525123513360,2024-11-25,CS401,Caltech,Stem,3.0,16313.0,73.17
140525123511120,2024-11-06,CS401,Caltech,Stem,5.0,16467.0,85.09
140525123510480,2024-09-15,CS401,Caltech,Stem,4.0,15621.0,94.32
140525123515280,2024-05-15,CS401,Caltech,Stem,5.0,15986.0,86.6
140525123515088,2024-08-03,CS501,Caltech,Stem,5.0,20848.0,55.52
140525123515472,2024-12-24,CS401,Caltech,Stem,2.0,15529.0,98.33
140525123514448,2024-11-17,CS401,Caltech,Stem,2.0,15314.0,86.64
140525123506768,2024-12-28,CS401,Caltech,Stem,4.0,16785.0,79.44
140525123513808,2024-06-12,CS401,Caltech,Stem,4.0,15073.0,73.56
140525123515216,2024-05-06,CS401,Caltech,Stem,4.0,15002.0,84.85
140525123503696,2024-05-24,CS501,Caltech,Stem,3.0,20642.0,93.5
140525123507472,2024-10-12,CS401,Caltech,Stem,3.5576437831723657,15671.0,73.12
140525123511632,2024-11-09,CS501,Caltech,Stem,4.0,21233.0,87.18
140525123509264,2024-10-20,CS401,Caltech,Stem,2.0,17391.0,94.72
140525123504080,2024-11-19,CS401,Caltech,Stem,3.0,15639.0,89.56
140525123518160,2024-12-21,CS401,Caltech,Stem,5.0,15746.0,82.29
140525123507408,2024-05-12,CS401,Caltech,Stem,4.0,15491.0,95.11
140525123517968,2024-08-11,CS401,Caltech,Stem,4.0,15560.0,78.1
140525123515344,2024-06-25,CS401,Caltech,Stem,3.5576437831723657,16634.0,68.86
140525123504464,2024-11-15,CS401,Caltech,Stem,5.0,19109.874457308248,69.93520170043416
140525123517008,2024-12-25,CS501,Caltech,Stem,3.0,19109.874457308248,69.93520170043416
140525123503952,2024-11-09,CS501,Caltech,Stem,5.0,20943.0,92.38
140525123506704,2024-10-19,CS501,Caltech,Stem,4.0,20604.0,87.42
140525123506960,2024-12-24,CS401,Caltech,Stem,5.0,19109.874457308248,69.93520170043416
140525123511888,2024-12-05,CS401,Caltech,Stem,5.0,15341.0,84.34
140525123514768,2024-12-19,CS401,Caltech,Stem,3.0,15294.0,92.51
140525123507600,2024-11-26,CS501,Caltech,Stem,5.0,20597.0,84.47
140525123504912,2024-12-02,CS401,Caltech,Stem,5.0,19109.874457308248,69.93520170043416
140525123514832,2024-12-13,CS501,Caltech,Stem,5.0,21126.0,87.62
140525123504272,2024-11-01,CS501,Caltech,Stem,4.0,23152.0,86.52
140525123502992,2024-12-28,CS501,Caltech,Stem,5.0,21223.0,85.9
140525185477648,2024-12-29,CS501,Caltech,Stem,5.0,23274.0,89.04
140525185479760,2024-11-20,CS501,Caltech,Stem,3.0,21334.0,71.69
140525185478864,2024-05-15,CS501,Caltech,Stem,4.0,21862.0,82.14
140525185481936,2024-10-23,CS501,Caltech,Stem,4.0,20094.0,69.76
140525185481744,2024-12-07,CS601,Caltech,Stem,4.0,27257.0,86.37
140525185473808,2024-09-11,CS401,Caltech,Stem,5.0,15753.0,75.83
140525185480976,2024-10-08,CS601,Caltech,Stem,4.0,25887.0,97.5
140525185479376,2024-02-20,CS501,Caltech,Stem,4.0,24509.0,86.9
140525185467984,2024-09-04,CS501,Caltech,Stem,3.0,20497.0,96.79
140525185475280,2024-11-04,CS401,Caltech,Stem,5.0,15253.0,82.01
140525185477328,2024-12-05,CS501,Caltech,Stem,4.0,21207.0,93.69
140525185482128,2024-09-18,CS401,Caltech,Stem,4.0,16881.0,87.73
140525185475984,2024-12-02,CS401,Caltech,Stem,3.5576437831723657,16726.0,53.4
140525185478608,2024-09-06,CS501,Caltech,Stem,4.0,21805.0,86.28
140525185473168,2024-12-11,CS401,Caltech,Stem,4.0,15594.0,76.79
140525185476624,2024-12-28,CS401,Caltech,Stem,5.0,19109.874457308248,69.93520170043416
140525185471632,2024-12-24,CS401,Caltech,Stem,3.0,17326.0,83.77
140525185478800,2024-10-29,CS501,Caltech,Stem,2.0,20421.0,57.78
140525185467728,2024-08-21,CS401,Caltech,Stem,3.5576437831723657,15132.0,62.78
140525185471952,2024-12-20,CS501,Caltech,Stem,4.0,20495.0,56.33
140525185480336,2024-12-28,CS401,Caltech,Stem,4.0,15089.0,86.08
140525185477072,2024-09-20,CS601,Caltech,Stem,3.0,19109.874457308248,69.93520170043416
140525185479696,2024-09-15,CS401,Caltech,Stem,4.0,15122.0,74.53
140525185482448,2024-12-05,CS501,Caltech,Stem,4.0,21586.0,94.61
140525185480720,2024-04-25,CS401,Caltech,Stem,5.0,16336.0,52.88
140525185467088,2024-08-30,CS501,Caltech,Stem,4.0,22207.0,86.55
140525185472656,2024-09-16,CS401,Caltech,Stem,3.0,17581.0,96.89
140525185468944,2024-06-30,CS501,Caltech,Stem,4.0,22508.0,80.23
140525185478928,2024-10-31,CS501,Caltech,Stem,5.0,20128.0,85.4
140525185477520,2024-11-05,CS601,Caltech,Stem,3.0,27143.0,93.73
140525185472848,2024-07-11,CS501,Caltech,Stem,4.0,20140.0,55.21
140525185477776,2024-12-18,CS501,Caltech,Stem,4.0,20223.0,88.43
140525185469776,2024-09-26,CS401,Caltech,Stem,4.0,16470.0,86.01
140525185481232,2024-09-07,CS501,Caltech,Stem,5.0,20570.0,74.6
140525185480592,2024-12-28,CS501,Caltech,Stem,5.0,19109.874457308248,69.93520170043416
140525185480464,2024-08-21,CS401,Caltech,Stem,5.0,16562.0,81.52
140525185471312,2024-10-01,CS501,Caltech,Stem,3.0,20003.0,97.92
140525185479312,2024-11-13,CS401,Caltech,Stem,4.0,18720.0,98.77
140525185473872,2024-07-14,CS501,Caltech,Stem,5.0,21519.0,70.14
140525185473680,2024-12-11,CS401,Caltech,Stem,5.0,16435.0,97.58
140525185479440,2024-11-24,CS401,Caltech,Stem,4.0,16595.0,76.93
140525185471696,2024-12-28,CS401,Caltech,Stem,5.0,16700.0,95.8
140525185479952,2024-12-02,CS401,Caltech,Stem,4.0,16906.0,95.75
140525185471760,2024-11-30,CS401,Caltech,Stem,5.0,17467.0,77.62
140525185474384,2024-11-06,CS401,Caltech,Stem,4.0,15176.0,96.99
140525185477904,2024-12-08,CS401,Caltech,Stem,4.0,15463.0,87.22
140525185467024,2024-09-19,CS501,Caltech,Stem,5.0,20218.0,54.71
140525185467920,2024-12-31,CS501,Caltech,Stem,3.0,20556.0,68.8
140525185477136,2024-12-28,CS401,Caltech,Stem,4.0,15392.0,80.82
140525185468112,2024-11-20,CS401,Caltech,Stem,5.0,17702.0,96.84
140525185475600,2024-08-05,CS401,Caltech,Stem,4.0,15421.0,98.91
140525185468560,2024-10-10,CS401,Caltech,Stem,4.0,16034.0,97.11
140525185482000,2024-12-24,CS501,Caltech,Stem,4.0,22283.0,87.06
140525185472464,2024-03-24,CS401,Caltech,Stem,5.0,15052.0,93.66
140525185475472,2024-05-01,CS401,Caltech,Stem,4.0,16172.0,90.99
140525185471056,2024-10-09,CS401,Caltech,Stem,5.0,15427.0,85.53
140525185468176,2024-09-02,CS501,Caltech,Stem,5.0,19109.874457308248,69.93520170043416
140525185466896,2024-12-13,CS501,Caltech,Stem,4.0,20241.0,81.17
140525185476560,2024-10-29,CS401,Caltech,Stem,3.0,15413.0,88.75
140525185481296,2024-12-07,CS401,Caltech,Stem,4.0,16413.0,84.87
140525185482704,2024-12-29,CS501,Caltech,Stem,5.0,21915.0,84.95
140525185473936,2024-12-15,CS501,Caltech,Stem,3.0,20278.0,96.87
140525185474448,2024-06-07,CS501,Caltech,Stem,3.0,20912.0,82.04
140525185480912,2024-09-09,CS501,Caltech,Stem,3.0,20250.0,83.36
140525185468432,2024-11-14,CS401,Caltech,Stem,4.0,15571.0,88.79
140525185481168,2024-07-03,CS401,Caltech,Stem,4.0,18115.0,84.78
140525185480848,2024-12-29,CS401,Caltech,Stem,5.0,15009.0,80.78
140525185466448,2024-05-01,CS401,Caltech,Stem,5.0,15037.0,86.88
140525185468880,2024-10-31,CS501,Caltech,Stem,5.0,20298.0,72.31
140525185470416,2024-12-29,CS401,Caltech,Stem,5.0,15548.0,85.68
140525185474512,2024-09-18,CS501,Caltech,Stem,3.0,21829.0,83.67
140525185469968,2024-09-18,CS501,Caltech,Stem,4.0,21925.0,97.0
140525185471248,2024-10-16,CS501,Caltech,Stem,5.0,21797.0,94.38
140525185475088,2024-09-09,CS501,Caltech,Stem,3.0,20378.0,98.72
140525185473296,2024-10-10,CS501,Caltech,Stem,4.0,20350.0,86.52
140525185474064,2024-08-29,CS401,Caltech,Stem,4.0,17735.0,95.7
140525185473232,2024-11-12,CS501,Caltech,Stem,5.0,20632.0,90.42
140525185473360,2024-09-25,CS401,Caltech,Stem,5.0,15137.0,80.04
140525185468688,2024-09-29,CS401,Caltech,Stem,4.0,15850.0,89.92
140525185476496,2024-12-19,CS501,Caltech,Stem,5.0,20818.0,96.93
140525185472784,2024-07-03,CS501,Caltech,Stem,4.0,20162.0,87.86
140525185470928,2024-12-23,CS401,Caltech,Stem,3.5576437831723657,19072.0,81.0
140525185472144,2024-11-28,CS601,Caltech,Stem,4.0,27532.0,62.64
140525142113552,2024-11-17,CS601,Caltech,Stem,3.0,25703.0,81.68
140525142114064,2024-12-28,CS401,Caltech,Stem,3.0,15143.0,98.18
140525142112016,2024-10-13,CS401,Caltech,Stem,4.0,15970.0,89.73
140525142109200,2024-09-02,CS401,Caltech,Stem,3.0,17035.0,63.74
140525142101328,2024-10-22,CS501,Caltech,Stem,5.0,20703.0,61.42
140525142107152,2024-09-28,CS401,Caltech,Stem,5.0,17797.0,98.79
140525142113808,2024-10-07,CS401,Caltech,Stem,5.0,16246.0,95.66
140525142104592,2024-12-05,CS501,Caltech,Stem,4.0,22140.0,93.27
140525142106640,2024-04-27,CS401,Caltech,Stem,3.5576437831723657,19109.874457308248,69.93520170043416
140525142112272,2024-10-30,CS401,Caltech,Stem,4.0,16153.0,92.06
140525142112528,2024-12-28,CS401,Caltech,Stem,4.0,16924.0,98.5
140525142108688,2024-11-19,CS501,Caltech,Stem,5.0,21144.0,84.17
140525142102864,2024-12-15,CS401,Caltech,Stem,2.0,15624.0,94.31
140525142105104,2024-08-27,CS401,Caltech,Stem,4.0,16716.0,79.01
140525142101072,2024-09-23,CS501,Caltech,Stem,3.0,20739.0,89.95
140525142103888,2024-11-27,CS501,Caltech,Stem,3.0,20272.0,94.78
140525142103120,2024-12-05,CS401,Caltech,Stem,4.0,15406.0,85.41
140525142104400,2024-11-07,CS501,Caltech,Stem,4.0,19109.874457308248,69.93520170043416
140525142113040,2024-12-23,CS401,Caltech,Stem,3.0,16344.0,87.29
140525142106384,2024-10-22,CS401,Caltech,Stem,4.0,15779.0,75.76
140525142102096,2024-10-20,CS401,Caltech,Stem,3.0,19109.874457308248,69.93520170043416
140525142099536,2024-05-14,CS401,Caltech,Stem,4.0,15434.0,55.36
140525142110992,2024-11-04,CS401,Caltech,Stem,5.0,16150.0,83.73
140525142100816,2024-12-09,CS401,Caltech,Stem,3.0,15924.0,54.25
140525142111504,2024-12-26,CS501,Caltech,Stem,4.0,21079.0,80.89
140525142109456,2024-07-09,CS501,Caltech,Stem,4.0,21684.0,87.34
140525142099280,2024-09-12,CS401,Caltech,Stem,4.0,15096.0,89.5
140525142109712,2024-12-13,CS501,Caltech,Stem,4.0,20395.0,68.11
140525142113296,2024-10-12,CS501,Caltech,Stem,3.0,20651.0,95.98
140525142101584,2024-12-16,CS401,Caltech,Stem,5.0,15327.0,86.78
140525142111760,2024-12-18,CS501,Caltech,Stem,3.0,21704.0,87.46
140525142109968,2024-09-25,CS501,Caltech,Stem,4.0,20262.0,60.4
140525142098768,2024-06-27,CS501,Caltech,Stem,3.0,20295.0,62.9
140525138457232,2024-08-01,CS401,Caltech,Stem,4.0,15426.0,98.45
140525138459216,2024-09-06,CS601,Caltech,Stem,5.0,25736.0,78.31
140525138451920,2024-08-30,CS501,Caltech,Stem,5.0,20150.0,84.19
140525138445264,2024-05-12,CS401,Caltech,Stem,5.0,16140.0,91.19
140525138453200,2024-10-09,CS501,Caltech,Stem,5.0,20780.0,64.31
140525138449360,2024-12-19,CS401,Caltech,Stem,4.0,16517.0,94.71
140525138448336,2024-12-22,CS601,Caltech,Stem,3.5576437831723657,26091.0,96.91
140525138458512,2024-07-26,CS401,Caltech,Stem,4.0,18478.0,68.81
140525138456720,2024-12-24,CS401,Caltech,Stem,4.0,16191.0,96.6
140525138446544,2024-11-21,CS401,Caltech,Stem,4.0,15830.0,90.56
140525138445520,2024-07-01,CS401,Caltech,Stem,5.0,19109.874457308248,69.93520170043416
