Airline,Destination airport,Origin airport,Origin Latitude,Origin Longitude,Route,Sequence,Destination Latitude ,Destination Longitude
WN,LAS,MCO,35.58641052631579,-112.3174421,1,78,36.01770526315789,-114.1487211
WN,LAS,MCO,36.01770526315789,-114.1487211,1,79,36.449,-115.98
WN,LAS,MCO,36.449,-115.98,1,80,36.449,-115.98
WN,DEN,LAS,36.449,-115.98,1,81,36.610263157894735,-115.3705789
WN,DEN,LAS,36.610263157894735,-115.3705789,1,82,36.77152631578947,-114.7611579
WN,DEN,LAS,36.77152631578947,-114.7611579,1,83,36.93278947368421,-114.1517368
WN,DEN,LAS,36.93278947368421,-114.1517368,1,84,37.09405263157895,-113.5423158
WN,DEN,LAS,37.09405263157895,-113.5423158,1,85,37.255315789473684,-112.9328947
WN,DEN,LAS,37.255315789473684,-112.9328947,1,86,37.41657894736842,-112.3234737
WN,DEN,LAS,37.41657894736842,-112.3234737,1,87,37.57784210526316,-111.7140526
WN,DEN,LAS,37.57784210526316,-111.7140526,1,88,37.739105263157896,-111.1046316
WN,DEN,LAS,37.739105263157896,-111.1046316,1,89,37.90036842105263,-110.4952105
WN,DEN,LAS,37.90036842105263,-110.4952105,1,90,38.06163157894737,-109.8857895
WN,DEN,LAS,38.06163157894737,-109.8857895,1,91,38.22289474,-109.2763684
WN,DEN,LAS,38.22289474,-109.2763684,1,92,38.38415789473684,-108.6669474
WN,DEN,LAS,38.38415789473684,-108.6669474,1,93,38.545421052631575,-108.0575263
WN,DEN,LAS,38.545421052631575,-108.0575263,1,94,38.70668421052631,-107.4481053
WN,DEN,LAS,38.70668421052631,-107.4481053,1,95,38.86794736842105,-106.8386842
WN,DEN,LAS,38.86794736842105,-106.8386842,1,96,39.02921052631579,-106.2292632
WN,DEN,LAS,39.02921052631579,-106.2292632,1,97,39.190473684210524,-105.6198421
WN,DEN,LAS,39.190473684210524,-105.6198421,1,98,39.35173684210526,-105.0104211
WN,DEN,LAS,39.35173684210526,-105.0104211,1,99,39.513,-104.401
WN,DEN,LAS,39.513,-104.401,1,100,39.513,-104.401
WN,AUS,DEN,39.513,-104.401,1,101,39.01831578947368,-104.0325842
WN,AUS,DEN,39.01831578947368,-104.0325842,1,102,38.52363157894737,-103.6641684
WN,AUS,DEN,38.52363157894737,-103.6641684,1,103,38.02894736842105,-103.2957526
WN,AUS,DEN,38.02894736842105,-103.2957526,1,104,37.534263157894735,-102.9273368
WN,AUS,DEN,37.534263157894735,-102.9273368,1,105,37.03957894736842,-102.5589211
WN,AUS,DEN,37.03957894736842,-102.5589211,1,106,36.54489474,-102.1905053
WN,AUS,DEN,36.54489474,-102.1905053,1,107,36.05021052631579,-101.8220895
WN,AUS,DEN,36.05021052631579,-101.8220895,1,108,35.55552631578947,-101.4536737
WN,AUS,DEN,35.55552631578947,-101.4536737,1,109,35.060842105263156,-101.0852579
WN,AUS,DEN,35.060842105263156,-101.0852579,1,110,34.56615789473684,-100.7168421
WN,AUS,DEN,34.56615789473684,-100.7168421,1,111,34.071473684210524,-100.3484263
WN,AUS,DEN,34.071473684210524,-100.3484263,1,112,33.57678947368421,-99.98001053
WN,AUS,DEN,33.57678947368421,-99.98001053,1,113,33.08210526315789,-99.61159474
WN,AUS,DEN,33.08210526315789,-99.61159474,1,114,32.587421052631576,-99.24317895
WN,AUS,DEN,32.587421052631576,-99.24317895,1,115,32.09273684210526,-98.87476316
WN,AUS,DEN,32.09273684210526,-98.87476316,1,116,31.59805263157895,-98.50634737
WN,AUS,DEN,31.59805263157895,-98.50634737,1,117,31.103368421052632,-98.13793158
WN,AUS,DEN,31.103368421052632,-98.13793158,1,118,30.608684210526317,-97.76951579
WN,AUS,DEN,30.608684210526317,-97.76951579,1,119,30.114,-97.4011
WN,AUS,DEN,30.114,-97.4011,1,120,30.114,-97.4011
DL,ATL,AUS,30.114,-97.4011,2,1,30.286026315789474,-96.70913158
DL,ATL,AUS,30.286026315789474,-96.70913158,2,6,30.458052631578948,-96.01716316
DL,ATL,AUS,30.458052631578948,-96.01716316,2,9,30.63007894736842,-95.32519474
DL,ATL,AUS,30.63007894736842,-95.32519474,2,12,30.802105263157895,-94.63322632
DL,ATL,AUS,30.802105263157895,-94.63322632,2,15,30.974131578947368,-93.94125789
DL,ATL,AUS,30.974131578947368,-93.94125789,2,18,31.14615789473684,-93.24928947
DL,ATL,AUS,31.14615789473684,-93.24928947,2,21,31.318184210526315,-92.55732105
DL,ATL,AUS,31.318184210526315,-92.55732105,2,24,31.49021052631579,-91.86535263
DL,ATL,AUS,31.49021052631579,-91.86535263,2,27,31.662236842105266,-91.17338421
DL,ATL,AUS,31.662236842105266,-91.17338421,2,30,31.83426315789474,-90.48141579
DL,ATL,AUS,31.83426315789474,-90.48141579,2,33,32.00628947368421,-89.78944737
DL,ATL,AUS,32.00628947368421,-89.78944737,2,36,32.178315789473686,-89.09747895
DL,ATL,AUS,32.178315789473686,-89.09747895,2,39,32.35034210526316,-88.40551053
DL,ATL,AUS,32.35034210526316,-88.40551053,2,42,32.52236842105263,-87.71354211
DL,ATL,AUS,32.52236842105263,-87.71354211,2,45,32.694394736842106,-87.02157368
DL,ATL,AUS,32.694394736842106,-87.02157368,2,48,32.86642105263158,-86.32960526
DL,ATL,AUS,32.86642105263158,-86.32960526,2,51,33.03844736842105,-85.63763684
DL,ATL,AUS,33.03844736842105,-85.63763684,2,54,33.21047368421053,-84.94566842
DL,ATL,AUS,33.21047368421053,-84.94566842,2,57,33.3825,-84.2537
DL,ATL,AUS,33.3825,-84.2537,2,60,33.3825,-84.2537
DL,DEN,ATL,33.3825,-84.2537,2,63,33.70515789473684,-85.31408421
DL,DEN,ATL,33.70515789473684,-85.31408421,2,66,34.027815789473685,-86.37446842
DL,DEN,ATL,34.027815789473685,-86.37446842,2,69,34.35047368421053,-87.43485263
DL,DEN,ATL,34.35047368421053,-87.43485263,2,72,34.67313157894737,-88.49523684
DL,DEN,ATL,34.67313157894737,-88.49523684,2,75,34.99578947368421,-89.55562105
DL,DEN,ATL,34.99578947368421,-89.55562105,2,78,35.318447368421054,-90.61600526
DL,DEN,ATL,35.318447368421054,-90.61600526,2,81,35.64110526,-91.67638947
DL,DEN,ATL,35.64110526,-91.67638947,2,84,35.96376315789474,-92.73677368
DL,DEN,ATL,35.96376315789474,-92.73677368,2,87,36.28642105263158,-93.79715789
DL,DEN,ATL,36.28642105263158,-93.79715789,2,90,36.60907894736842,-94.85754211
DL,DEN,ATL,36.60907894736842,-94.85754211,2,93,36.93173684210526,-95.91792632
DL,DEN,ATL,36.93173684210526,-95.91792632,2,96,37.25439474,-96.97831053
DL,DEN,ATL,37.25439474,-96.97831053,2,99,37.577052631578944,-98.03869474
DL,DEN,ATL,37.577052631578944,-98.03869474,2,102,37.899710526315786,-99.09907895
DL,DEN,ATL,37.899710526315786,-99.09907895,2,105,38.22236842105263,-100.1594632
DL,DEN,ATL,38.22236842105263,-100.1594632,2,108,38.54502631578947,-101.2198474
DL,DEN,ATL,38.54502631578947,-101.2198474,2,111,38.86768421052631,-102.2802316
DL,DEN,ATL,38.86768421052631,-102.2802316,2,114,39.190342105263156,-103.3406158
DL,DEN,ATL,39.190342105263156,-103.3406158,2,117,39.513,-104.401
DL,DEN,ATL,39.513,-104.401,2,120,39.513,-104.401
DL,ATL,DEN,39.513,-104.401,3,1,39.190342105263156,-103.3406158
DL,ATL,DEN,39.190342105263156,-103.3406158,3,6,38.86768421052631,-102.2802316
DL,ATL,DEN,38.86768421052631,-102.2802316,3,9,38.54502631578947,-101.2198474
DL,ATL,DEN,38.54502631578947,-101.2198474,3,12,38.22236842105263,-100.1594632
DL,ATL,DEN,38.22236842105263,-100.1594632,3,15,37.899710526315786,-99.09907895
DL,ATL,DEN,37.899710526315786,-99.09907895,3,18,37.577052631578944,-98.03869474
DL,ATL,DEN,37.577052631578944,-98.03869474,3,21,37.25439474,-96.97831053
DL,ATL,DEN,37.25439474,-96.97831053,3,24,36.93173684210526,-95.91792632
DL,ATL,DEN,36.93173684210526,-95.91792632,3,27,36.60907894736842,-94.85754211
DL,ATL,DEN,36.60907894736842,-94.85754211,3,30,36.28642105263158,-93.79715789
DL,ATL,DEN,36.28642105263158,-93.79715789,3,33,35.96376315789474,-92.73677368
DL,ATL,DEN,35.96376315789474,-92.73677368,3,36,35.64110526,-91.67638947
DL,ATL,DEN,35.64110526,-91.67638947,3,39,35.318447368421054,-90.61600526
DL,ATL,DEN,35.318447368421054,-90.61600526,3,42,34.99578947368421,-89.55562105
DL,ATL,DEN,34.99578947368421,-89.55562105,3,45,34.67313157894737,-88.49523684
DL,ATL,DEN,34.67313157894737,-88.49523684,3,48,34.35047368421053,-87.43485263
DL,ATL,DEN,34.35047368421053,-87.43485263,3,51,34.027815789473685,-86.37446842
DL,ATL,DEN,34.027815789473685,-86.37446842,3,54,33.70515789473684,-85.31408421
DL,ATL,DEN,33.70515789473684,-85.31408421,3,57,33.3825,-84.2537
DL,ATL,DEN,33.3825,-84.2537,3,60,33.3825,-84.2537
DL,LAS,ATL,33.3825,-84.2537,3,63,33.543894736842105,-85.92350526
DL,LAS,ATL,33.543894736842105,-85.92350526,3,66,33.70528947368421,-87.59331053
DL,LAS,ATL,33.70528947368421,-87.59331053,3,69,33.866684210526316,-89.26311579
DL,LAS,ATL,33.866684210526316,-89.26311579,3,72,34.02807894736842,-90.93292105
DL,LAS,ATL,34.02807894736842,-90.93292105,3,75,34.189473684210526,-92.60272632
DL,LAS,ATL,34.189473684210526,-92.60272632,3,78,34.35086842105263,-94.27253158
DL,LAS,ATL,34.35086842105263,-94.27253158,3,81,34.512263157894736,-95.94233684
DL,LAS,ATL,34.512263157894736,-95.94233684,3,84,34.67365789473684,-97.61214211
DL,LAS,ATL,34.67365789473684,-97.61214211,3,87,34.83505263157895,-99.28194737
DL,LAS,ATL,34.83505263157895,-99.28194737,3,90,34.99644736842105,-100.9517526
DL,LAS,ATL,34.99644736842105,-100.9517526,3,93,35.15784210526316,-102.6215579
DL,LAS,ATL,35.15784210526316,-102.6215579,3,96,35.31923684210526,-104.2913632
DL,LAS,ATL,35.31923684210526,-104.2913632,3,99,35.48063157894737,-105.9611684
DL,LAS,ATL,35.48063157894737,-105.9611684,3,102,35.64202631578947,-107.6309737
DL,LAS,ATL,35.64202631578947,-107.6309737,3,105,35.80342105263158,-109.3007789
DL,LAS,ATL,35.80342105263158,-109.3007789,3,108,35.96481578947368,-110.9705842
DL,LAS,ATL,35.96481578947368,-110.9705842,3,111,36.12621052631579,-112.6403895
DL,LAS,ATL,36.12621052631579,-112.6403895,3,114,36.28760526315789,-114.3101947
DL,LAS,ATL,36.28760526315789,-114.3101947,3,117,36.449,-115.98
DL,LAS,ATL,36.449,-115.98,3,120,36.449,-115.98
DL,ATL,LAS,36.449,-115.98,4,1,36.28760526315789,-114.3101947
DL,ATL,LAS,36.28760526315789,-114.3101947,4,6,36.12621052631579,-112.6403895
DL,ATL,LAS,36.12621052631579,-112.6403895,4,9,35.96481578947368,-110.9705842
DL,ATL,LAS,35.96481578947368,-110.9705842,4,12,35.80342105263158,-109.3007789
DL,ATL,LAS,35.80342105263158,-109.3007789,4,15,35.64202631578947,-107.6309737
DL,ATL,LAS,35.64202631578947,-107.6309737,4,18,35.48063157894737,-105.9611684
DL,ATL,LAS,35.48063157894737,-105.9611684,4,21,35.31923684210526,-104.2913632
DL,ATL,LAS,35.31923684210526,-104.2913632,4,24,35.15784210526316,-102.6215579
DL,ATL,LAS,35.15784210526316,-102.6215579,4,27,34.99644736842105,-100.9517526
DL,ATL,LAS,34.99644736842105,-100.9517526,4,30,34.83505263157895,-99.28194737
DL,ATL,LAS,34.83505263157895,-99.28194737,4,33,34.67365789473684,-97.61214211
DL,ATL,LAS,34.67365789473684,-97.61214211,4,36,34.512263157894736,-95.94233684
DL,ATL,LAS,34.512263157894736,-95.94233684,4,39,34.35086842105263,-94.27253158
DL,ATL,LAS,34.35086842105263,-94.27253158,4,42,34.189473684210526,-92.60272632
DL,ATL,LAS,34.189473684210526,-92.60272632,4,45,34.02807894736842,-90.93292105
DL,ATL,LAS,34.02807894736842,-90.93292105,4,48,33.866684210526316,-89.26311579
DL,ATL,LAS,33.866684210526316,-89.26311579,4,51,33.70528947368421,-87.59331053
DL,ATL,LAS,33.70528947368421,-87.59331053,4,54,33.543894736842105,-85.92350526
DL,ATL,LAS,33.543894736842105,-85.92350526,4,57,33.3825,-84.2537
DL,ATL,LAS,33.3825,-84.2537,4,60,33.3825,-84.2537
DL,MCO,ATL,33.3825,-84.2537,4,63,33.1126,-84.09222632
DL,MCO,ATL,33.1126,-84.09222632,4,66,32.8427,-83.93075263
DL,MCO,ATL,32.8427,-83.93075263,4,69,32.5728,-83.76927895
DL,MCO,ATL,32.5728,-83.76927895,4,72,32.3029,-83.60780526
DL,MCO,ATL,32.3029,-83.60780526,4,75,32.033,-83.44633158
DL,MCO,ATL,32.033,-83.44633158,4,78,31.7631,-83.28485789
DL,MCO,ATL,31.7631,-83.28485789,4,81,31.4932,-83.12338421
DL,MCO,ATL,31.4932,-83.12338421,4,84,31.223300000000002,-82.96191053
DL,MCO,ATL,31.223300000000002,-82.96191053,4,87,30.953400000000002,-82.80043684
DL,MCO,ATL,30.953400000000002,-82.80043684,4,90,30.683500000000002,-82.63896316
DL,MCO,ATL,30.683500000000002,-82.63896316,4,93,30.413600000000002,-82.47748947
DL,MCO,ATL,30.413600000000002,-82.47748947,4,96,30.143700000000003,-82.31601579
DL,MCO,ATL,30.143700000000003,-82.31601579,4,99,29.8738,-82.15454211
DL,MCO,ATL,29.8738,-82.15454211,4,102,29.6039,-81.99306842
DL,MCO,ATL,29.6039,-81.99306842,4,105,29.334,-81.83159474
DL,MCO,ATL,29.334,-81.83159474,4,108,29.0641,-81.67012105
DL,MCO,ATL,29.0641,-81.67012105,4,111,28.7942,-81.50864737
DL,MCO,ATL,28.7942,-81.50864737,4,114,28.5243,-81.34717368
DL,MCO,ATL,28.5243,-81.34717368,4,117,28.2544,-81.1857
DL,MCO,ATL,28.2544,-81.1857,4,120,28.2544,-81.1857
DL,AUS,ATL,33.3825,-84.2537,5,63,33.21047368,-84.94566842
DL,AUS,ATL,33.21047368,-84.94566842,5,66,33.03844737,-85.63763684
DL,AUS,ATL,33.03844737,-85.63763684,5,69,32.86642105,-86.32960526
DL,AUS,ATL,32.86642105,-86.32960526,5,72,32.69439474,-87.02157368
DL,AUS,ATL,32.69439474,-87.02157368,5,75,32.52236842,-87.71354211
DL,AUS,ATL,32.52236842,-87.71354211,5,78,32.35034211,-88.40551053
DL,AUS,ATL,32.35034211,-88.40551053,5,81,32.17831579,-89.09747895
DL,AUS,ATL,32.17831579,-89.09747895,5,84,32.00628947,-89.78944737
DL,AUS,ATL,32.00628947,-89.78944737,5,87,31.83426316,-90.48141579
DL,AUS,ATL,31.83426316,-90.48141579,5,90,31.66223684,-91.17338421
DL,AUS,ATL,31.66223684,-91.17338421,5,93,31.49021053,-91.86535263
DL,AUS,ATL,31.49021053,-91.86535263,5,96,31.31818421,-92.55732105
DL,AUS,ATL,31.31818421,-92.55732105,5,99,31.14615789,-93.24928947
DL,AUS,ATL,31.14615789,-93.24928947,5,102,30.97413158,-93.94125789
DL,AUS,ATL,30.97413158,-93.94125789,5,105,30.80210526,-94.63322632
DL,AUS,ATL,30.80210526,-94.63322632,5,108,30.63007895,-95.32519474
DL,AUS,ATL,30.63007895,-95.32519474,5,111,30.45805263,-96.01716316
DL,AUS,ATL,30.45805263,-96.01716316,5,114,30.28602632,-96.70913158
DL,AUS,ATL,30.28602632,-96.70913158,5,117,30.114,-97.4011
DL,AUS,ATL,30.114,-97.4011,5,120,30.114,-97.4011
